theater_code,theater_name,theater_city_state,city,state_abbr,demographics_status,population,median_household_income,median_age,pct_white_alone,pct_black_alone,pct_asian_alone,pct_hispanic_latino,pct_bachelors_degree,pct_below_poverty,matched_place_name,source
CNMK,Cinemark Rialto 13 + XD,"Rialto, CA",Rialto,CA,matched,103866,85521,31.8,26.32,12.57,2.09,74.34,9.17,12.61,"Rialto city, California",US Census ACS5 2023
CGT,Movies 4,"Lompoc, CA",Lompoc,CA,matched,43819,70038,34.5,44.23,3.9,3.26,61.84,9.23,16.82,"Lompoc city, California",US Census ACS5 2023
CNMK,Rancho Mirage River 15 + XD,"Rancho Mirage, CA",Rancho Mirage,CA,matched,17375,109943,65,80.06,1.69,3.62,15.21,23.43,10.94,"Rancho Mirage city, California",US Census ACS5 2023
STLT,Dos Lagos 15 + Epex,"Corona, CA",Corona,CA,matched,158839,106438,37.3,41.62,5.31,11.51,48.27,20.76,9.06,"Corona city, California",US Census ACS5 2023
CNMK,Huntington Beach Bella Terra 20 + XD,"Huntington Beach, CA",Huntington Beach,CA,matched,196010,119885,43.4,64.26,1.27,12.58,19.43,29.5,7.45,"Huntington Beach city, California",US Census ACS5 2023
CCL,Park 9,"Paso Robles, CA",Paso Robles,CA,matched,31399,93098,38.8,62.6,0.33,3.36,36.64,18.91,12.76,"El Paso de Robles (Paso Robles) city, California",US Census ACS5 2023
RCFB,Smith's Ranch DI,"Twentynine Palms, CA",Twentynine Palms,CA,matched,28738,56000,24.6,56.81,9.92,3.95,25.77,17.8,15.4,"Twentynine Palms city, California",US Census ACS5 2023
REG,Regal Rancho Mirage,"Rancho Mirage, CA",Rancho Mirage,CA,matched,17375,109943,65,80.06,1.69,3.62,15.21,23.43,10.94,"Rancho Mirage city, California",US Census ACS5 2023
REG,Regal Edwards Temecula,"Temecula, CA",Temecula,CA,matched,110404,117840,36.3,57,4.28,11.54,28.5,25.69,7.4,"Temecula city, California",US Census ACS5 2023
CGT,Fair Oaks,"Arroyo Grande, CA",Arroyo Grande,CA,matched,18412,103258,45.2,76.48,0.42,3.66,16.72,28.5,4.64,"Arroyo Grande city, California",US Census ACS5 2023
REG,Regal Arroyo Grande,"Arroyo Grande, CA",Arroyo Grande,CA,matched,18412,103258,45.2,76.48,0.42,3.66,16.72,28.5,4.64,"Arroyo Grande city, California",US Census ACS5 2023
HARK,Superstition Springs 25,"Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
REG,Regal Edwards South Gate,"South Gate, CA",South Gate,CA,matched,91836,71315,35.2,23.87,1.02,0.79,94.95,9.4,13.23,"South Gate city, California",US Census ACS5 2023
REG,Regal Edwards Bakersfield,"Bakersfield, CA",Bakersfield,CA,matched,408366,77397,31.9,46.91,6.15,7.77,53.58,15.11,15.99,"Bakersfield city, California",US Census ACS5 2023
HARK,Santan Village 16,"Gilbert, AZ",Gilbert,AZ,matched,271118,121351,35.7,72.67,3.35,6.63,17.53,30.73,5.13,"Gilbert town, Arizona",US Census ACS5 2023
AMC,"AMC Santa Anita 16 with IMAX, Dolby","Arcadia, CA",Arcadia,CA,matched,55550,116142,43.2,24.44,1.22,57.43,16.42,35.05,7.4,"Arcadia city, California",US Census ACS5 2023
READ,Valley Plaza 16,"Bakersfield, CA",Bakersfield,CA,matched,408366,77397,31.9,46.91,6.15,7.77,53.58,15.11,15.99,"Bakersfield city, California",US Census ACS5 2023
AMC,"AMC Orange 30 with IMAX, Dolby","Orange, CA",Orange,CA,matched,138723,116945,36.9,53.59,1.59,13.06,39.98,25.94,9.15,"Orange city, California",US Census ACS5 2023
CGT,Skyline Twin DI|#,"Barstow, CA",Barstow,CA,matched,25198,51811,32.9,36.53,18.86,2.27,47.55,7.3,23.23,"Barstow city, California",US Census ACS5 2023
ESP,Barstow Station is D'Place,"Barstow, CA",Barstow,CA,matched,25198,51811,32.9,36.53,18.86,2.27,47.55,7.3,23.23,"Barstow city, California",US Census ACS5 2023
INDRP,Santa Barbara Internation Film,"Santa Barbara, CA",Santa Barbara,CA,matched,88024,101672,39.4,63.3,1.26,3.76,36.79,29.65,13.08,"Santa Barbara city, California",US Census ACS5 2023
REG,Regal Edwards Mira Mesa,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
REG,Regal Sherman Oaks Galleria,"Sherman Oaks, CA",Sherman Oaks,CA,no-match,,,,,,,,,,,
CLRK,Bay Theatre,"Morro Bay, CA",Morro Bay,CA,matched,10717,92553,52.9,79.74,0.28,5.07,12.65,26.94,9.93,"Morro Bay city, California",US Census ACS5 2023
ESP,Fox 3,"Taft, CA",Taft,CA,matched,7228,64479,36.2,76.65,1.62,0.21,32.43,6.32,17.74,"Taft city, California",US Census ACS5 2023
ESP,River Village Cinema is D'Place,"Bonsall, CA",Bonsall,CA,matched,4308,110316,42.6,74.4,0,2.02,22.42,32.21,15.36,"Bonsall CDP, California",US Census ACS5 2023
INDRP,Bishop Twin,"Bishop, CA",Bishop,CA,matched,3793,82205,50.5,85.1,0,2.24,18.14,25.37,6.04,"Bishop city, California",US Census ACS5 2023
AMC,AMC Bakersfield 6,"Bakersfield, CA",Bakersfield,CA,matched,408366,77397,31.9,46.91,6.15,7.77,53.58,15.11,15.99,"Bakersfield city, California",US Census ACS5 2023
ESP,Minaret Cinemas is D'Place,"Mammoth Lakes, CA",Mammoth Lakes,CA,matched,7233,87121,37.7,73.93,0,3.1,27.54,11.96,8.56,"Mammoth Lakes town, California",US Census ACS5 2023
REG,Regal Rancho Del Rey,"Chula Vista, CA",Chula Vista,CA,matched,275030,105173,37,32.75,5.28,14.93,60.41,21.95,8.42,"Chula Vista city, California",US Census ACS5 2023
CNPL,Cinepolis Del Mar 11,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
CGT,Sunset DI|#,"San Luis Obispo, CA",San Luis Obispo,CA,matched,48039,66711,26.2,75.91,1.19,5.36,17.3,31.19,29.98,"San Luis Obispo city, California",US Census ACS5 2023
AMC,AMC Chula Vista 10,"Chula Vista, CA",Chula Vista,CA,matched,275030,105173,37,32.75,5.28,14.93,60.41,21.95,8.42,"Chula Vista city, California",US Census ACS5 2023
AMC,"AMC Mission Valley 20 with IMAX, Dolby","San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
CNPL,Cinepolis La Costa 6,"Carlsbad, CA",Carlsbad,CA,matched,114500,139326,42.8,71.04,1.04,9.83,16.75,36.82,6.94,"Carlsbad city, California",US Census ACS5 2023
CNMK,Century La Quinta + XD,"La Quinta, CA",La Quinta,CA,matched,38299,97628,52.1,60.93,1.24,4.36,37.09,24.7,9.06,"La Quinta city, California",US Census ACS5 2023
REG,Regal Edwards Long Beach,"Long Beach, CA",Long Beach,CA,matched,458491,83969,36.8,41.63,11.93,12.79,43.42,22.28,14.96,"Long Beach city, California",US Census ACS5 2023
REG,Regal Oceanside,"Oceanside, CA",Oceanside,CA,matched,172542,93724,38.1,52.93,4.23,7.41,38.54,22.12,8.14,"Oceanside city, California",US Census ACS5 2023
RIDG,Ridgecrest 8,"Ridgecrest, CA",Ridgecrest,CA,matched,28138,88107,34.8,68.7,4.89,3.61,21.09,21.76,11.65,"Ridgecrest city, California",US Census ACS5 2023
REG,Regal Parkway Plaza,"El Cajon, CA",El Cajon,CA,matched,104909,66478,35.5,60.77,6.51,4.76,29.09,15.29,20.01,"El Cajon city, California",US Census ACS5 2023
CGT,Movies El Centro 10,"Imperial, CA",Imperial,CA,matched,20943,83214,32.9,37.29,1.03,3.9,84.32,12.83,12.45,"Imperial city, California",US Census ACS5 2023
ANKA,Angelika Carmel Mountain,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
MAYA,Maya Bakersfield 16,"Bakersfield, CA",Bakersfield,CA,matched,408366,77397,31.9,46.91,6.15,7.77,53.58,15.11,15.99,"Bakersfield city, California",US Census ACS5 2023
AMC,AMC La Jolla Village 12,"La Jolla, CA",La Jolla,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
DANZ,South Bay Triple DI,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
INDRP,La Paloma,"Encinitas, CA",Encinitas,CA,matched,61585,150471,43,79.06,0.63,4.39,15.72,38.92,7.32,"Encinitas city, California",US Census ACS5 2023
ULTR,UltraStar Mission Valley 7,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
ROAD,Roadhouse Cinema Scottsdale,"Scottsdale, AZ",Scottsdale,AZ,matched,242169,107372,49.2,81.85,1.98,5.08,9.41,37.12,7.13,"Scottsdale city, Arizona",US Census ACS5 2023
AMC,"AMC Desert Ridge 18 with IMAX, Dolby","Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
AMC,AMC Fashion Valley 18,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
SMG,Studio Movie Grill Bakersfield,"Bakersfield, CA",Bakersfield,CA,matched,408366,77397,31.9,46.91,6.15,7.77,53.58,15.11,15.99,"Bakersfield city, California",US Census ACS5 2023
AMC,AMC Poway 10,"Poway, CA",Poway,CA,matched,48515,143825,41.9,62.45,2.8,13.41,16.8,31.37,5.21,"Poway city, California",US Census ACS5 2023
HARK,Shea 14,"Scottsdale, AZ",Scottsdale,AZ,matched,242169,107372,49.2,81.85,1.98,5.08,9.41,37.12,7.13,"Scottsdale city, Arizona",US Census ACS5 2023
AMC,AMC Otay Ranch 12 with Dolby,"Chula Vista, CA",Chula Vista,CA,matched,275030,105173,37,32.75,5.28,14.93,60.41,21.95,8.42,"Chula Vista city, California",US Census ACS5 2023
CNPL,Cinepolis La Costa Town Square 8,"Carlsbad, CA",Carlsbad,CA,matched,114500,139326,42.8,71.04,1.04,9.83,16.75,36.82,6.94,"Carlsbad city, California",US Census ACS5 2023
REG,Regal Edwards Rancho San Diego,"El Cajon, CA",El Cajon,CA,matched,104909,66478,35.5,60.77,6.51,4.76,29.09,15.29,20.01,"El Cajon city, California",US Census ACS5 2023
AMC,"AMC Plaza Bonita 14 with IMAX, Dolby","National City, CA",National City,CA,matched,55960,64248,36.6,32.49,4.42,16.95,65.76,12.98,13.97,"National City city, California",US Census ACS5 2023
AMC,"AMC Palm Promenade 14 with IMAX, Dolby","San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
READ,Grossmont with TITAN XC,"La Mesa, CA",La Mesa,CA,matched,60835,84337,37.1,59.4,8.39,6.42,27.89,24.3,11.69,"La Mesa city, California",US Census ACS5 2023
ESP,Paramount DI,"Paramount, CA",Paramount,CA,matched,52546,70912,33.2,16.07,8.73,3.12,82.32,9.74,13.3,"Paramount city, California",US Census ACS5 2023
HARK,Arrowhead Fountains 18,"Peoria, AZ",Peoria,AZ,matched,194338,93403,42.1,72.56,3.35,5.75,19.68,21.58,8.41,"Peoria city, Arizona",US Census ACS5 2023
REG,Regal Mission Marketplace,"Oceanside, CA",Oceanside,CA,matched,172542,93724,38.1,52.93,4.23,7.41,38.54,22.12,8.14,"Oceanside city, California",US Census ACS5 2023
INDLF,Reuben H. Fleet Science Center,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
REG,Regal Edwards San Marcos,"San Marcos, CA",San Marcos,CA,matched,94078,105286,36.8,55.11,1.48,10.89,37.35,28.36,10.17,"San Marcos city, California",US Census ACS5 2023
CNMK,Imperial Valley 14,"El Centro, CA",El Centro,CA,matched,44186,56093,31.6,24.11,4.28,1.18,86.9,9.96,20.13,"El Centro city, California",US Census ACS5 2023
REG,Regal Gilbert,"Gilbert, AZ",Gilbert,AZ,matched,271118,121351,35.7,72.67,3.35,6.63,17.53,30.73,5.13,"Gilbert town, Arizona",US Census ACS5 2023
CNPL,Cinepolis Vista 15,"Vista, CA",Vista,CA,matched,98646,91854,34.9,50.29,2.83,5.16,49.72,18.29,10.16,"Vista city, California",US Census ACS5 2023
REG,Regal Escondido,"Escondido, CA",Escondido,CA,matched,149913,84477,37.1,47.14,2.27,7.03,51.73,18.27,13.41,"Escondido city, California",US Census ACS5 2023
AMC,"AMC Mesa Grande 14 with IMAX, Dolby, Prime","Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
HARK,Gateway Pavilions 18,"Avondale, AZ",Avondale,AZ,matched,90644,81260,32.4,42.32,10.55,3.22,54.21,14.32,10.9,"Avondale city, Arizona",US Census ACS5 2023
AMC,"AMC Arrowhead Town Center 14 with Dolby, Prime","Glendale, AZ",Glendale,AZ,matched,250193,70139,34.5,54.39,7,4.11,40.53,15.41,16.19,"Glendale city, Arizona",US Census ACS5 2023
HARK,Scottsdale 101 14,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
INDRP,Saguaro,"Wickenburg, AZ",Wickenburg,AZ,matched,7468,65253,64.9,94.36,0.63,0.21,8.14,18.61,16.37,"Wickenburg town, Arizona",US Census ACS5 2023
HARK,Arizona Mills 18 with IMAX,"Tempe, AZ",Tempe,AZ,matched,186419,77643,29.9,60.06,7.75,9.46,23.11,28.93,16.18,"Tempe city, Arizona",US Census ACS5 2023
WWDI,Glendale 9 DI,"Glendale, AZ",Glendale,AZ,matched,250193,70139,34.5,54.39,7,4.11,40.53,15.41,16.19,"Glendale city, Arizona",US Census ACS5 2023
CNMK,Tucson Park Place 20 + XD,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
HARK,Chandler Fashion Ctr 20,"Chandler, AZ",Chandler,AZ,matched,278123,103691,37.4,62.6,5.22,11.39,21.43,28.59,7.67,"Chandler city, Arizona",US Census ACS5 2023
AMC,"AMC Deer Valley 17 with IMAX, Dolby","Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
CLRK,Tempe 6,"Tempe, AZ",Tempe,AZ,matched,186419,77643,29.9,60.06,7.75,9.46,23.11,28.93,16.18,"Tempe city, Arizona",US Census ACS5 2023
HARK,Norterra 14,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
AMC,AMC DINE-IN Esplanade 14,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
HARK,Park West 14,"Peoria, AZ",Peoria,AZ,matched,194338,93403,42.1,72.56,3.35,5.75,19.68,21.58,8.41,"Peoria city, Arizona",US Census ACS5 2023
AMC,AMC Surprise 14 with IMAX,"Surprise, AZ",Surprise,AZ,matched,149519,93371,41.6,75.03,4.78,2.58,19.24,19.88,7.79,"Surprise city, Arizona",US Census ACS5 2023
AMC,AMC Ahwatukee 24 with Prime,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
BALC,The Loft Cinema,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
AMC,"AMC Westgate 20 with IMAX, Dolby","Glendale, AZ",Glendale,AZ,matched,250193,70139,34.5,54.39,7,4.11,40.53,15.41,16.19,"Glendale city, Arizona",US Census ACS5 2023
REG,Regal Edwards Santa Maria Town Center,"Santa Maria, CA",Santa Maria,CA,matched,109880,84617,29.3,36.97,1.02,4.29,78.89,11.18,15.49,"Santa Maria city, California",US Census ACS5 2023
ARCE,America Cinemas of Phoenix,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
HARK,Christown 14,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
AMC,AMC Arizona Center 14,"Phoenix, AZ",Phoenix,AZ,matched,1624832,77041,34.8,53.7,7.77,3.88,41.78,19.85,14.27,"Phoenix city, Arizona",US Census ACS5 2023
CNMK,Century El Con + XD,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
ROAD,Roadhouse Cinema Crossroads,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
CNMK,Century Oro Valley Marketplace,"Oro Valley, AZ",Oro Valley,AZ,matched,47595,105342,54.6,80.82,1.38,3.65,14.58,32.22,6.28,"Oro Valley town, Arizona",US Census ACS5 2023
HARK,Tempe Marketplace 16,"Tempe, AZ",Tempe,AZ,matched,186419,77643,29.9,60.06,7.75,9.46,23.11,28.93,16.18,"Tempe city, Arizona",US Census ACS5 2023
CNMK,Sierra Vista 10,"Sierra Vista, AZ",Sierra Vista,AZ,matched,45203,69783,37.3,66.44,8.02,3.89,22.34,21.07,10.88,"Sierra Vista city, Arizona",US Census ACS5 2023
HARK,Chandler Crossroads 12,"Chandler, AZ",Chandler,AZ,matched,278123,103691,37.4,62.6,5.22,11.39,21.43,28.59,7.67,"Chandler city, Arizona",US Census ACS5 2023
HARK,Sedona 6,"Sedona, AZ",Sedona,AZ,matched,9770,67374,59,74.09,0.79,2.9,19.86,25.43,13.69,"Sedona city, Arizona",US Census ACS5 2023
HARK,Prescott Valley 14,"Prescott Valley, AZ",Prescott Valley,AZ,matched,48048,70793,47.3,79.58,0.45,1.09,19.87,13.99,12.35,"Prescott Valley town, Arizona",US Census ACS5 2023
AMC,AMC Centerpoint 11,"Tempe, AZ",Tempe,AZ,matched,186419,77643,29.9,60.06,7.75,9.46,23.11,28.93,16.18,"Tempe city, Arizona",US Census ACS5 2023
CLRK,Picture Show @ Superstition,"Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
PBCM,FatCats Mesa,"Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
HARK,Camelview at Fashion Square,"Scottsdale, AZ",Scottsdale,AZ,matched,242169,107372,49.2,81.85,1.98,5.08,9.41,37.12,7.13,"Scottsdale city, Arizona",US Census ACS5 2023
CNMK,Cinemark 16,"Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
CSI,Majestic Tempe 7,"Tempe, AZ",Tempe,AZ,matched,186419,77643,29.9,60.06,7.75,9.46,23.11,28.93,16.18,"Tempe city, Arizona",US Census ACS5 2023
AMC,"AMC Foothills 15 with IMAX, Prime","Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
AMC,"AMC Superstition East 12 with IMAX, Dolby","Mesa, AZ",Mesa,AZ,matched,507478,78779,37.2,69.67,4.43,2.45,26.59,20.94,10.5,"Mesa city, Arizona",US Census ACS5 2023
TAG,Hinkson Memorial Theatre,"Saint Johns, AZ",Saint Johns,AZ,no-match,,,,,,,,,,,
MHAV,Movies Havasu 10,"Lake Havasu City, AZ",Lake Havasu City,AZ,matched,58037,66264,55.7,83.81,0.47,0.51,15.48,11.54,13.94,"Lake Havasu City city, Arizona",US Census ACS5 2023
PBCM,FatCats Recline & Dine Cinemas,"Gilbert, AZ",Gilbert,AZ,matched,271118,121351,35.7,72.67,3.35,6.63,17.53,30.73,5.13,"Gilbert town, Arizona",US Census ACS5 2023
HARK,Arizona Pavilions 12,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
HARK,Tucson Spectrum 18,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
REG,Regal Boulder Station,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
CNMK,Century Orleans 18 + XD,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
HARK,Estrella Falls 16,"Goodyear, AZ",Goodyear,AZ,matched,102891,101814,40.8,62.08,6.23,3.31,32.33,22.21,5.78,"Goodyear city, Arizona",US Census ACS5 2023
CLRK,Tuba City Twin,"Tuba City, AZ",Tuba City,AZ,matched,8265,61092,33.2,4.2,0.76,0.28,5.51,9.03,27.54,"Tuba City CDP, Arizona",US Census ACS5 2023
CSI,Majestic Gilbert 8,"Gilbert, AZ",Gilbert,AZ,matched,271118,121351,35.7,72.67,3.35,6.63,17.53,30.73,5.13,"Gilbert town, Arizona",US Census ACS5 2023
AMC,AMC Rainbow Promenade 10,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
TRI,El Rio,"Springerville, AZ",Springerville,AZ,matched,1847,49886,40.9,76.23,0.22,0.05,28.37,17.07,7.63,"Springerville town, Arizona",US Census ACS5 2023
HARK,Casa Grande 14,"Casa Grande, AZ",Casa Grande,AZ,matched,57590,66354,37.8,59.22,4.69,1.75,43.13,13.29,14.12,"Casa Grande city, Arizona",US Census ACS5 2023
REG,Regal Green Valley Ranch,"Henderson, NV",Henderson,NV,matched,324523,88654,42.5,64.69,6.19,9.49,18.25,23.19,8.41,"Henderson city, Nevada",US Census ACS5 2023
VICT,Victory Theatre,"Safford, AZ",Safford,AZ,matched,10217,65727,31.3,69.31,0.22,0.94,46.71,13.7,13.31,"Safford city, Arizona",US Census ACS5 2023
CNMK,Las Vegas Suncoast 16 + XD,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
CNMK,Las Vegas Sam's Town 18,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Aliante,"North Las Vegas, NV",North Las Vegas,NV,matched,270773,76772,34.3,34.52,21.93,6.95,41.3,12.36,12.21,"North Las Vegas city, Nevada",US Census ACS5 2023
ESP,Ak,"Chin Circle Entertainment - Maricopa, AZ",Chin Circle Entertainment - Maricopa,AZ,matched,857,34056,41.7,87.16,0,0.82,20.19,16.72,23.45,"Circle City CDP, Arizona",US Census ACS5 2023
CONS,Cons Kahala 8,"Honolulu, HI",Honolulu,HI,matched,50961,158398,49.3,24.06,0.6,46.22,5.35,33.77,4.13,"East Honolulu CDP, Hawaii",US Census ACS5 2023
CLRK,Picture Show Frontier Village,"Prescott, AZ",Prescott,AZ,matched,46744,69151,60.3,88.04,0.58,2.08,9.24,22.98,11.56,"Prescott city, Arizona",US Census ACS5 2023
CSI,Majestic Chandler 9,"Chandler, AZ",Chandler,AZ,matched,278123,103691,37.4,62.6,5.22,11.39,21.43,28.59,7.67,"Chandler city, Arizona",US Census ACS5 2023
RGCY,Main Street 8,"Yuma, AZ",Yuma,AZ,matched,98461,62546,32.1,51.23,1.95,1.94,61.06,12.67,15.33,"Yuma city, Arizona",US Census ACS5 2023
CLRK,Black Mesa Twin,"Kayenta, AZ",Kayenta,AZ,matched,5651,60925,27.8,3.42,0.05,0,0.16,10.4,26.31,"Kayenta CDP, Arizona",US Census ACS5 2023
WWDI,Las Vegas 5 DI,"North Las Vegas, NV",North Las Vegas,NV,matched,270773,76772,34.3,34.52,21.93,6.95,41.3,12.36,12.21,"North Las Vegas city, Nevada",US Census ACS5 2023
HARK,Yuma Palms 14,"Yuma, AZ",Yuma,AZ,matched,98461,62546,32.1,51.23,1.95,1.94,61.06,12.67,15.33,"Yuma city, Arizona",US Census ACS5 2023
IFS,Oasis Cinema,"Nogales, AZ",Nogales,AZ,matched,19753,40745,37,33.5,0.33,0.09,94.41,11.93,26.14,"Nogales city, Arizona",US Census ACS5 2023
CONS,Cons Kapolei 16,"Kapolei, HI",Kapolei,HI,matched,23033,129260,33.4,14.52,3.2,26.59,17.03,22.71,8.11,"Kapolei CDP, Hawaii",US Census ACS5 2023
REG,Regal Prince Kuhio,"Hilo, HI",Hilo,HI,matched,48223,78713,42.6,16.35,0.8,31.83,11.39,21.14,14.07,"Hilo CDP, Hawaii",US Census ACS5 2023
RGCY,Regency Kihei Cinemas,"Kihei, HI",Kihei,HI,matched,22564,87568,42,43.9,1.28,20.65,13.44,21.91,9.33,"Kihei CDP, Hawaii",US Census ACS5 2023
CTRN,Bluewater Cinemas,"Parker, AZ",Parker,AZ,matched,3379,74643,35.5,37.2,0.24,2.31,44.84,15.59,10.67,"Parker town, Arizona",US Census ACS5 2023
CONS,Cons Mililani 14 with TITAN LUXE,"Mililani, HI",Mililani,HI,matched,27495,124123,45.8,10.38,1.66,48.69,10.69,27.6,3.56,"Mililani Town CDP, Hawaii",US Census ACS5 2023
CLRK,WME Village 8,"Lakeside, AZ",Lakeside,AZ,matched,4103,52207,49.6,79.7,0.85,0,11.07,16.98,10.57,"Pinetop-Lakeside town, Arizona",US Census ACS5 2023
BREN,Brenden Kingman Cinemas,"Kingman, AZ",Kingman,AZ,matched,33850,60418,44.2,81.21,1.76,1.6,16.79,10.1,14.09,"Kingman city, Arizona",US Census ACS5 2023
CNMK,Henderson 12,"Henderson, NV",Henderson,NV,matched,324523,88654,42.5,64.69,6.19,9.49,18.25,23.19,8.41,"Henderson city, Nevada",US Census ACS5 2023
ESP,Roxy Theatre,"Holbrook, AZ",Holbrook,AZ,matched,4834,61979,36.2,43.3,6,0.06,30.1,6.1,21.44,"Holbrook city, Arizona",US Census ACS5 2023
REG,Regal Keauhou,"Keauhou-Kona, HI",Keauhou-Kona,HI,no-match,,,,,,,,,,,
AMC,"AMC Town Square 18 with IMAX, Dolby, ScreenX","Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Pearl Highlands,"Pearl City, HI",Pearl City,HI,matched,45079,114682,45,10.57,1.72,53.96,7.94,25.66,6.22,"Pearl City CDP, Hawaii",US Census ACS5 2023
