theater_code,theater_name,theater_city_state,city,state_abbr,demographics_status,population,median_household_income,median_age,pct_white_alone,pct_black_alone,pct_asian_alone,pct_hispanic_latino,pct_bachelors_degree,pct_below_poverty,matched_place_name,source
AMC,"AMC Metreon 16 with IMAX, Dolby","San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
AMC,AMC Kabuki 8,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
LAND,Opera Plaza 4,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
ESP,Presidio Theatre,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
PFR,Vogue,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
ESP,Marina Theatre,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
PFR,Balboa 2,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
RXSF,Roxie,"San Francisco, CA",San Francisco,CA,matched,836321,141446,39.7,40.49,5.09,34.97,15.93,35.07,10.58,"San Francisco city, California",US Census ACS5 2023
CNMK,Century Tanforan 20 + XD,"San Bruno, CA",San Bruno,CA,matched,42612,135976,39.8,34.76,1.29,32.06,29.87,29.87,5.14,"San Bruno city, California",US Census ACS5 2023
LAND,Aquarius 2,"Palo Alto, CA",Palo Alto,CA,matched,67231,220408,42.5,48.4,2.17,36.09,7.1,27.15,5.4,"Palo Alto city, California",US Census ACS5 2023
CNMK,San Mateo 12,"San Mateo, CA",San Mateo,CA,matched,103555,152669,38,41.24,1.49,27.06,26.77,31.38,7.94,"San Mateo city, California",US Census ACS5 2023
CNPL,Cinepolis San Mateo,"San Mateo, CA",San Mateo,CA,matched,103555,152669,38,41.24,1.49,27.06,26.77,31.38,7.94,"San Mateo city, California",US Census ACS5 2023
CNMK,Mountain View Cinema 16,"Mountain View, CA",Mountain View,CA,matched,2072,84818,47.1,69.5,4.83,10.62,16.55,27.49,7.29,"Mountain View CDP, California",US Census ACS5 2023
AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
TMKO,Pruneyard Cinemas,"Campbell, CA",Campbell,CA,matched,42848,147128,39.2,52.48,1.43,25.32,18.94,35.13,5.29,"Campbell city, California",US Census ACS5 2023
INDLF,The Tech IMAX Dome,"San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
WWDI,Capitol 6 DI,"San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
CNMK,Milpitas Great Mall 20 + XD,"Milpitas, CA",Milpitas,CA,matched,78216,176822,36.4,11.61,2.05,71.95,13.35,32.73,5.43,"Milpitas city, California",US Census ACS5 2023
CNMK,San Jose Santana Row 6,"San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
CLG,Cine Lounge Fremont 7,"Fremont, CA",Fremont,CA,matched,228518,176350,38.8,19.45,2.85,62.47,12.93,32.52,5.08,"Fremont city, California",US Census ACS5 2023
CNMK,Century at Hayward,"Hayward, CA",Hayward,CA,matched,159201,113775,38.2,19.58,9.04,29.63,40.9,23.18,9.46,"Hayward city, California",US Census ACS5 2023
CNMK,Century at Pacific Commons + XD,"Fremont, CA",Fremont,CA,matched,228518,176350,38.8,19.45,2.85,62.47,12.93,32.52,5.08,"Fremont city, California",US Census ACS5 2023
TSU,Chabot,"Castro Valley, CA",Castro Valley,CA,matched,65389,138069,42.8,38.3,8.73,34.11,17.64,26.87,7.47,"Castro Valley CDP, California",US Census ACS5 2023
REG,Regal Jack London,"Oakland, CA",Oakland,CA,matched,438072,97369,37.6,30.51,21.09,15.54,28.88,26.51,13.68,"Oakland city, California",US Census ACS5 2023
LAND,Piedmont 3,"Piedmont, CA",Piedmont,CA,matched,11012,250001,43.5,67.89,0.73,22.56,4.14,34.89,3.81,"Piedmont city, California",US Census ACS5 2023
CNMK,San Leandro Bayfair 16,"San Leandro, CA",San Leandro,CA,matched,88531,98063,41.5,25.32,9.92,35.08,28.76,23.28,8.64,"San Leandro city, California",US Census ACS5 2023
TMKO,Grand Lake 4,"Oakland, CA",Oakland,CA,matched,438072,97369,37.6,30.51,21.09,15.54,28.88,26.51,13.68,"Oakland city, California",US Census ACS5 2023
CNMK,Richmond Hilltop 16,"Richmond, CA",Richmond,CA,matched,115396,90038,37.6,21.4,17.35,13.12,46.94,20.15,13.65,"Richmond city, California",US Census ACS5 2023
AMC,"AMC NewPark 12 with IMAX, Dolby","Newark, CA",Newark,CA,matched,47145,164909,37.3,23.43,3.66,43.09,28.63,24.67,4.19,"Newark city, California",US Census ACS5 2023
CNMK,Century Southland Mall,"Hayward, CA",Hayward,CA,matched,159201,113775,38.2,19.58,9.04,29.63,40.9,23.18,9.46,"Hayward city, California",US Census ACS5 2023
WWDI,Solano Twin DI,"Concord, CA",Concord,CA,matched,124260,109195,38.6,48.11,3.85,13.45,32.29,26.1,8.88,"Concord city, California",US Census ACS5 2023
BREN,Concord 14 + JBX,"Concord, CA",Concord,CA,matched,124260,109195,38.6,48.11,3.85,13.45,32.29,26.1,8.88,"Concord city, California",US Census ACS5 2023
TMKO,Contra Costa 8,"Martinez, CA",Martinez,CA,matched,36926,125436,42.3,63.57,2.46,10.41,19.39,31.19,6.68,"Martinez city, California",US Census ACS5 2023
ESP,Orinda 3,"Orinda, CA",Orinda,CA,matched,19472,250001,49.1,68.27,0.4,15.51,6.26,39.35,2.05,"Orinda city, California",US Census ACS5 2023
ESP,Rialto Cinemas Elmwood,"Berkeley, CA",Berkeley,CA,matched,120223,108558,32.9,54.8,7.42,20.72,12.11,33.41,16.79,"Berkeley city, California",US Census ACS5 2023
ESP,Rialto Cinemas Cerrito,"El Cerrito, CA",El Cerrito,CA,matched,25781,127475,42.4,47.7,4.69,29.29,14.28,33.69,7.5,"El Cerrito city, California",US Census ACS5 2023
ESP,Vine Twin,"Livermore, CA",Livermore,CA,matched,85870,153602,40.5,60.64,1.5,16.08,23.11,30.66,4.43,"Livermore city, California",US Census ACS5 2023
TMKO,Rheem 4,"Moraga, CA",Moraga,CA,matched,16790,199800,41.4,63.85,0.86,22.16,9.18,41.95,8.4,"Moraga town, California",US Census ACS5 2023
PFR,The New Parkway Theater,"Oakland, CA",Oakland,CA,matched,438072,97369,37.6,30.51,21.09,15.54,28.88,26.51,13.68,"Oakland city, California",US Census ACS5 2023
INDRP,Cinelounge,"Tiburon - Tiburon, CA",Tiburon - Tiburon,CA,matched,9035,212794,50.5,81.29,0.6,9.29,5.19,37.55,1.33,"Tiburon town, California",US Census ACS5 2023
CNMK,Century Walnut Creek 14 + XD,"Walnut Creek, CA",Walnut Creek,CA,matched,69790,135665,46.1,65.04,2.37,16.68,11.84,38.83,5.95,"Walnut Creek city, California",US Census ACS5 2023
CNMK,Century Downtown Pleasant Hill 16 + XD,"Pleasant Hill, CA",Pleasant Hill,CA,matched,34335,144513,42.5,61.31,3.7,17.29,15.2,33.09,6.14,"Pleasant Hill city, California",US Census ACS5 2023
TMKO,Livermore Cinemas,"Livermore, CA",Livermore,CA,matched,85870,153602,40.5,60.64,1.5,16.08,23.11,30.66,4.43,"Livermore city, California",US Census ACS5 2023
TMKO,Larkspur Landing Cinema,"Larkspur, CA",Larkspur,CA,matched,12856,134744,49.9,75.99,0.69,6.41,10.76,36,7.11,"Larkspur city, California",US Census ACS5 2023
TMKO,Fairfax 6,"Fairfax, CA",Fairfax,CA,matched,1654,50326,32.1,71.58,0,0,74.12,6.17,27.22,"Fairfax CDP, California",US Census ACS5 2023
TMKO,Airport Stadium 12,"Santa Rosa, CA",Santa Rosa,CA,matched,177216,97410,40.5,56.19,1.89,6.52,35.76,21.32,9.5,"Santa Rosa city, California",US Census ACS5 2023
CTRN,The LOT City Center,"San Ramon, CA",San Ramon,CA,matched,85734,197358,40.9,36.52,2.99,49.37,7.79,38.96,4.13,"San Ramon city, California",US Census ACS5 2023
JAC,Lark,"Larkspur, CA",Larkspur,CA,matched,12856,134744,49.9,75.99,0.69,6.41,10.76,36,7.11,"Larkspur city, California",US Census ACS5 2023
CNMK,Novato Rowland Plaza 8,"Novato, CA",Novato,CA,matched,52689,112193,47.8,62.47,3.71,6.6,27.05,29.31,9,"Novato city, California",US Census ACS5 2023
CNMK,Vallejo 14,"Vallejo, CA",Vallejo,CA,matched,124637,89496,40,27.29,17.39,22.95,30,19.7,11.98,"Vallejo city, California",US Census ACS5 2023
PFR,Sequoia Cinema,"Mill Valley, CA",Mill Valley,CA,matched,14064,208466,47.2,83.28,0.9,7.17,3.99,39.7,4.99,"Mill Valley city, California",US Census ACS5 2023
ESP,Rialto Cinemas Sebastopol,"Sebastopol, CA",Sebastopol,CA,matched,7466,99600,48.4,74.15,1.57,6.34,13.84,29.61,8.33,"Sebastopol city, California",US Census ACS5 2023
REG,Regal Davis Holiday,"Davis, CA",Davis,CA,matched,66801,87421,27.2,56.27,2.63,24.62,15.24,31.99,25.13,"Davis city, California",US Census ACS5 2023
BREN,Vacaville 16 + JBX,"Vacaville, CA",Vacaville,CA,matched,102085,108580,38.1,57.35,8.72,10.84,26.68,18.91,7.47,"Vacaville city, California",US Census ACS5 2023
TMKO,Roxy Stadium 14,"Santa Rosa, CA",Santa Rosa,CA,matched,177216,97410,40.5,56.19,1.89,6.52,35.76,21.32,9.5,"Santa Rosa city, California",US Census ACS5 2023
ARCE,Davis Varsity,"Davis, CA",Davis,CA,matched,66801,87421,27.2,56.27,2.63,24.62,15.24,31.99,25.13,"Davis city, California",US Census ACS5 2023
TMKO,State Theatre,"Woodland, CA",Woodland,CA,matched,61256,87880,37,52.43,2.2,8.01,49.74,18.22,8.15,"Woodland city, California",US Census ACS5 2023
TMKO,Boulevard 14,"Petaluma, CA",Petaluma,CA,matched,59321,109823,45,71.62,1.36,4.2,21.12,27.5,6.15,"Petaluma city, California",US Census ACS5 2023
CNMK,Sacramento Greenback 16 + XD,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
REG,Regal Natomas Marketplace,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
CNMK,Century Napa Valley 12 + XD,"Napa, CA",Napa,CA,matched,78816,102231,41.2,62.74,1.06,2.95,40.95,23.29,8.69,"Napa city, California",US Census ACS5 2023
WWDI,Sacramento 6 DI,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
CNMK,Century Downtown Commons + XD,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
TMKO,Cinema West Olympus Pointe,"Roseville, CA",Roseville,CA,matched,152438,117354,39.8,67.41,2.26,13.06,16.49,30.05,5.96,"Roseville city, California",US Census ACS5 2023
REG,Regal Edwards Fairfield,"Fairfield, CA",Fairfield,CA,matched,119985,102321,36.8,35.95,15.27,17.43,31.78,17.81,10.47,"Fairfield city, California",US Census ACS5 2023
ANKA,Tower 3,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
CNMK,Century Arden 14 and XD,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
REG,Regal UA Laguna Village,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
TMKO,Angel 6,"Angels Camp, CA",Angels Camp,CA,matched,3721,60353,54.1,89.38,0.43,0.11,2.74,18.08,13.49,"Angels city, California",US Census ACS5 2023
SMG,Studio Movie Grill Rocklin,"Rocklin, CA",Rocklin,CA,matched,72340,120916,38.2,68.34,1.4,10.96,14.92,31.59,5.07,"Rocklin city, California",US Census ACS5 2023
TMKO,Lodi Stadium 12,"Lodi, CA",Lodi,CA,matched,67008,84402,35.9,51,1.04,11.04,40,15.01,13.5,"Lodi city, California",US Census ACS5 2023
REG,Regal El Dorado Hills,"El Dorado Hills, CA",El Dorado Hills,CA,matched,50553,163544,45.6,72.21,1.68,12.26,9.66,36.89,3.73,"El Dorado Hills CDP, California",US Census ACS5 2023
BREN,Brenden 18 + JBX,"Modesto, CA",Modesto,CA,matched,218614,77899,35.4,50.77,4.69,7.44,43.91,13.8,12.97,"Modesto city, California",US Census ACS5 2023
TMKO,Palladio 16 Cinema and LUXE,"Folsom, CA",Folsom,CA,matched,82140,139263,40.4,60.25,5.12,19.5,14.1,31.41,5.33,"Folsom city, California",US Census ACS5 2023
REG,Regal Turlock,"Turlock, CA",Turlock,CA,matched,72400,79807,34.6,54.45,2.08,5.91,43.65,16.9,10.84,"Turlock city, California",US Census ACS5 2023
CNMK,Elk Grove Laguna 16 + XD,"Elk Grove, CA",Elk Grove,CA,matched,177221,122229,39,34.92,10.87,31.77,18.02,25.42,7.41,"Elk Grove city, California",US Census ACS5 2023
IMAX,Esquire IMAX,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
AMC,"AMC Brentwood 14 with IMAX, Dolby","Brentwood, CA",Brentwood,CA,matched,64609,139567,40.5,47.98,10.21,16.78,24.78,25.67,7.79,"Brentwood city, California",US Census ACS5 2023
REG,Regal Stockton Holiday,"Stockton, CA",Stockton,CA,matched,320470,76851,33.7,26.61,11.57,21.13,45.18,12.99,15.37,"Stockton city, California",US Census ACS5 2023
TMKO,Country Club Cinema,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
AMC,AMC Manteca 16 with Dolby,"Manteca, CA",Manteca,CA,matched,86521,94718,36.6,46.83,3.53,14.1,39.9,14.61,10.39,"Manteca city, California",US Census ACS5 2023
REG,Regal Delta Shores,"Sacramento, CA",Sacramento,CA,matched,524802,83753,35.7,36.76,12.43,19.71,29.5,22.85,14.37,"Sacramento city, California",US Census ACS5 2023
AFBS,Premiere 8 Los Banos,"Los Banos, CA",Los Banos,CA,matched,46776,70893,30.4,38.44,1.86,2.44,73.15,9.52,16.17,"Los Banos city, California",US Census ACS5 2023
CGT,Madera 7,"Madera, CA",Madera,CA,matched,67133,63619,30.4,31.2,3.11,1.98,80.21,6.75,25.97,"Madera city, California",US Census ACS5 2023
CNMK,Cinemark Yuba City 12,"Yuba City, CA",Yuba City,CA,matched,69545,72322,36.1,46.22,2.3,20.1,32.54,13.44,15.6,"Yuba City city, California",US Census ACS5 2023
MAYA,Maya Fresno 16 Cinemas,"Fresno, CA",Fresno,CA,matched,543615,66804,32.4,37.98,6.67,14.23,50.55,16.71,20.9,"Fresno city, California",US Census ACS5 2023
REG,Regal Stockton City Centre,"Stockton, CA",Stockton,CA,matched,320470,76851,33.7,26.61,11.57,21.13,45.18,12.99,15.37,"Stockton city, California",US Census ACS5 2023
STMO,State,"Modesto, CA",Modesto,CA,matched,218614,77899,35.4,50.77,4.69,7.44,43.91,13.8,12.97,"Modesto city, California",US Census ACS5 2023
GALX,Galaxy Riverbank,"Riverbank, CA",Riverbank,CA,matched,24881,90216,32.9,47.04,1.76,5.03,59.13,14.42,13.87,"Riverbank city, California",US Census ACS5 2023
REG,Regal Manchester,"Fresno - Fresno, CA",Fresno - Fresno,CA,matched,543615,66804,32.4,37.98,6.67,14.23,50.55,16.71,20.9,"Fresno city, California",US Census ACS5 2023
CNMK,Movies 8,"Hanford, CA",Hanford,CA,matched,59389,73544,32.5,54.07,5.94,3.55,51.25,12.36,14.86,"Hanford city, California",US Census ACS5 2023
CNMK,Movies 14,"Tracy, CA",Tracy,CA,matched,95358,118253,35.2,34.85,6.08,21.96,41.44,18.33,7.67,"Tracy city, California",US Census ACS5 2023
REG,Regal Modesto,"Modesto, CA",Modesto,CA,matched,218614,77899,35.4,50.77,4.69,7.44,43.91,13.8,12.97,"Modesto city, California",US Census ACS5 2023
WWDI,Santa Cruz 9,"Santa Cruz, CA",Santa Cruz,CA,matched,60953,111427,30.7,65.78,1.88,9.88,22.41,29.32,17.62,"Santa Cruz city, California",US Census ACS5 2023
CGT,Madera DI,"Madera, CA",Madera,CA,matched,67133,63619,30.4,31.2,3.11,1.98,80.21,6.75,25.97,"Madera city, California",US Census ACS5 2023
REG,Regal Hollywood Merced,"Merced, CA",Merced,CA,matched,89766,59938,29.8,31.69,4.95,9.82,58.48,11.65,22.99,"Merced city, California",US Census ACS5 2023
SSFS,Yosemite Cinema 8,"Oakhurst, CA",Oakhurst,CA,matched,4956,76606,55.4,87.65,0.5,0.67,11.84,14.91,12.95,"Oakhurst CDP, California",US Census ACS5 2023
CNMK,Century Marina + XD,"Marina, CA",Marina,CA,matched,22324,88518,36.7,42.57,6.34,14.18,30.16,19.85,14.57,"Marina city, California",US Census ACS5 2023
MPC,Selma 6,"Selma, CA",Selma,CA,matched,24586,55839,33.3,43.71,0.92,3.05,82.38,7.49,19.83,"Selma city, California",US Census ACS5 2023
BESP,Lighthouse 4,"Pacific Grove, CA",Pacific Grove,CA,matched,15003,105568,50.3,75.16,0.89,7.37,11.84,29.66,7.11,"Pacific Grove city, California",US Census ACS5 2023
TMKO,Sierra Vista Cinemas,"Clovis, CA",Clovis,CA,matched,122719,100360,35.3,57.37,2.16,13.63,32.32,22.87,7.44,"Clovis city, California",US Census ACS5 2023
CONT,Dinuba Cinema is D' Place,"Dinuba, CA",Dinuba,CA,matched,25201,59048,29.8,38.7,0.27,0.9,88.41,8.46,28.15,"Dinuba city, California",US Census ACS5 2023
CNMK,Salinas Northridge 14,"Salinas, CA",Salinas,CA,matched,161993,89150,32.1,21.83,1.42,5.71,80.26,11.4,14.25,"Salinas city, California",US Census ACS5 2023
ARCE,Trinity,"Weaverville, CA",Weaverville,CA,matched,3198,73670,57.1,75.39,0.13,1.22,2.6,8.02,9.06,"Weaverville CDP, California",US Census ACS5 2023
CNMK,Redding 14 + XD,"Redding, CA",Redding,CA,matched,93268,69443,38.7,78.21,1.37,4.1,12.52,17.57,13.6,"Redding city, California",US Census ACS5 2023
REG,Regal Visalia,"Visalia, CA",Visalia,CA,matched,142649,79952,33.5,49.3,2.47,6.45,51.66,14.32,11.33,"Visalia city, California",US Census ACS5 2023
LAND,Del Mar 3,"Santa Cruz, CA",Santa Cruz,CA,matched,60953,111427,30.7,65.78,1.88,9.88,22.41,29.32,17.62,"Santa Cruz city, California",US Census ACS5 2023
CONT,Feather River 6,"Oroville, CA",Oroville,CA,matched,19855,51893,35.5,63.79,3.32,11.34,20.24,9.8,21.83,"Oroville city, California",US Census ACS5 2023
CTRN,Mount Shasta Cinemas,"Mount Shasta, CA",Mount Shasta,CA,matched,3208,48157,53.1,83.7,0.65,1.31,6.39,24.31,15.99,"Mount Shasta city, California",US Census ACS5 2023
CTRN,Crescent City Cinema,"Crescent City, CA",Crescent City,CA,matched,6180,41131,37.5,57.94,10.19,1.49,29.61,10.62,19.87,"Crescent City city, California",US Census ACS5 2023
CLRK,Noyo 3,"Willits, CA",Willits,CA,matched,4945,55971,41.4,67.24,1.13,0.59,31.85,10.83,13.69,"Willits city, California",US Census ACS5 2023
MAYA,Maya Salinas 14,"Salinas, CA",Salinas,CA,matched,161993,89150,32.1,21.83,1.42,5.71,80.26,11.4,14.25,"Salinas city, California",US Census ACS5 2023
TMKO,Lakeport 5,"Lakeport, CA",Lakeport,CA,matched,5085,59294,42.6,76.97,0.51,1.47,15.83,14.07,15.74,"Lakeport city, California",US Census ACS5 2023
REG,Regal Ukiah,"Ukiah, CA",Ukiah,CA,matched,16419,67122,39.3,65.53,1.51,3.84,31.45,11.9,16.28,"Ukiah city, California",US Census ACS5 2023
TSU,Riverside Plaza Cinemas,"Red Bluff, CA",Red Bluff,CA,matched,14592,50216,35.2,70.51,3.21,2.12,23.03,9.25,17.64,"Red Bluff city, California",US Census ACS5 2023
CNMK,Tinseltown 14 + XD,"Chico, CA",Chico,CA,matched,102032,67929,31,72.25,2,5.21,20.7,26.86,22.08,"Chico city, California",US Census ACS5 2023
INDRP,Minor 3,"Arcata, CA",Arcata,CA,matched,18578,48731,28,73.92,2.41,2.22,15.41,28.34,29.58,"Arcata city, California",US Census ACS5 2023
TMKO,Placerville Cinema,"Placerville, CA",Placerville,CA,matched,10730,70602,46.2,83.34,1.37,1.33,23.46,17.2,15.7,"Placerville city, California",US Census ACS5 2023
TSU,Del Oro 3,"Grass Valley, CA",Grass Valley,CA,matched,14126,48850,49.6,84.04,0.4,1.85,8.67,18.85,20.71,"Grass Valley city, California",US Census ACS5 2023
CNMK,Reno Parklane 16,"Reno, NV",Reno,NV,matched,268959,78448,37.3,63.47,3.19,7.03,24.57,21.38,12.49,"Reno city, Nevada",US Census ACS5 2023
TMKO,Coast 4,"Fort Bragg, CA",Fort Bragg,CA,matched,7001,53580,50.4,68.85,0.21,2.54,33.57,15.82,14.96,"Fort Bragg city, California",US Census ACS5 2023
CTRN,Broadway Cinema,"Eureka, CA",Eureka,CA,matched,26302,60253,38.9,70.3,2.31,5.74,14.15,20.57,17.55,"Eureka city, California",US Census ACS5 2023
TSU,Sutton Twin,"Grass Valley, CA",Grass Valley,CA,matched,14126,48850,49.6,84.04,0.4,1.85,8.67,18.85,20.71,"Grass Valley city, California",US Census ACS5 2023
CTRN,Crater Lake Cinema,"White City, OR",White City,OR,matched,10913,65370,32.8,66.96,0.05,1.26,41.07,10.06,21.42,"White City CDP, Oregon",US Census ACS5 2023
ACTA,Arcata,"Arcata, CA",Arcata,CA,matched,18578,48731,28,73.92,2.41,2.22,15.41,28.34,29.58,"Arcata city, California",US Census ACS5 2023
ESP,Jackson Cinema is D?Place,"Jackson, CA",Jackson,CA,matched,5061,75051,50.2,77.65,2.04,4.11,18.49,13.2,10.13,"Jackson city, California",US Census ACS5 2023
REG,Regal Auburn,"California - Auburn, CA",California - Auburn,CA,matched,14821,55271,33.8,41.55,23.25,1.48,39.87,7.59,24.3,"California City city, California",US Census ACS5 2023
CTRN,The ONYX,"Nevada City, CA",Nevada City,CA,matched,3168,69552,49.4,91.76,0.41,0.66,2.53,21.69,8.65,"Nevada City city, California",US Census ACS5 2023
CNMK,Tinseltown 15,"Medford, OR",Medford,OR,matched,85794,70497,39.1,79.8,1.01,1.44,16.38,19.12,12.54,"Medford city, Oregon",US Census ACS5 2023
CTRN,Pelican Cinema,"Klamath Falls, OR",Klamath Falls,OR,matched,21879,47268,35.7,77.49,0.87,1.22,15.71,11.29,23.22,"Klamath Falls city, Oregon",US Census ACS5 2023
CNMK,Summit Sierra 16,"Reno, NV",Reno,NV,matched,268959,78448,37.3,63.47,3.19,7.03,24.57,21.38,12.49,"Reno city, Nevada",US Census ACS5 2023
CNMK,Union City 25 + XD,"Union City, CA",Union City,CA,matched,68141,137194,42.1,17.93,5.32,55.88,19.32,27.7,6.95,"Union City city, California",US Census ACS5 2023
BRIE,Carson Valley Cinemas,"Minden, NV",Minden,NV,matched,3309,86806,50.1,91.02,0.03,2.18,6.8,22.82,10.69,"Minden CDP, Nevada",US Census ACS5 2023
CTRN,Varsity Theatre,"Ashland, OR",Ashland,OR,matched,21343,71782,47.7,85.71,0.5,1.9,8.86,34.44,14.25,"Ashland city, Oregon",US Census ACS5 2023
WWDI,El Rancho 4 DI,"Sparks, NV",Sparks,NV,matched,109106,86979,36.9,62.01,2.23,5.32,32.64,16.86,9.02,"Sparks city, Nevada",US Census ACS5 2023
GALX,Galaxy Victorian,"Sparks, NV",Sparks,NV,matched,109106,86979,36.9,62.01,2.23,5.32,32.64,16.86,9.02,"Sparks city, Nevada",US Census ACS5 2023
AMC,"AMC Bay Street 16 with IMAX, Dolby","Emeryville, CA",Emeryville,CA,matched,12756,120302,35.5,38.02,18.86,29.66,10.14,40.18,9.57,"Emeryville city, California",US Census ACS5 2023
CNMK,"Daly City 20 + XD, IMAX","Daly City, CA",Daly City,CA,matched,102560,119570,41.7,16.36,3,58.78,21.45,29.2,7.25,"Daly City city, California",US Census ACS5 2023
GALX,Galaxy Carson City,"Carson City, NV",Carson City,NV,matched,58364,71809,42.1,72,1.96,2.67,25.88,15.64,11.1,"Carson City, Nevada",US Census ACS5 2023
AMC,"AMC Eastridge 15 with IMAX, Dolby","San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
CNMK,Redwood Downtown 20 + XD,"Redwood City, CA",Redwood City,CA,matched,82423,150840,37.5,43.17,2.42,18.08,35.23,27.64,6.62,"Redwood City city, California",US Census ACS5 2023
REG,Regal Hacienda Crossings,"Dublin, CA",Dublin,CA,matched,70542,205046,37.3,27.87,3.89,53.47,10.83,37.9,4.25,"Dublin city, California",US Census ACS5 2023
AMC,"AMC Mercado 20 with IMAX, Dolby, Prime","Santa Clara, CA",Santa Clara,CA,matched,129239,173670,34.5,31.87,2.09,47.57,16.06,31.36,7.83,"Santa Clara city, California",US Census ACS5 2023
CNMK,San Jose Oakridge 20 + XD,"San Jose, CA",San Jose,CA,matched,990054,141565,38.1,29.01,2.91,38.58,30.95,26.24,7.85,"San Jose city, California",US Census ACS5 2023
REG,Regal Fresno Riverpark,"Fresno, CA",Fresno,CA,matched,543615,66804,32.4,37.98,6.67,14.23,50.55,16.71,20.9,"Fresno city, California",US Census ACS5 2023
REG,Regal Marketplace @ El Paseo,"Fresno, CA",Fresno,CA,matched,543615,66804,32.4,37.98,6.67,14.23,50.55,16.71,20.9,"Fresno city, California",US Census ACS5 2023
GALX,Galaxy Porterville,"Porterville, CA",Porterville,CA,matched,62765,59012,31.2,36.19,0.85,2.73,73.59,9.32,17.87,"Porterville city, California",US Census ACS5 2023
GALX,Galaxy Tulare,"Tulare, CA",Tulare,CA,matched,69984,69517,29.5,46.46,2.57,2.79,63.5,6.79,18.04,"Tulare city, California",US Census ACS5 2023
CNMK,Folsom 14,"Folsom, CA",Folsom,CA,matched,82140,139263,40.4,60.25,5.12,19.5,14.1,31.41,5.33,"Folsom city, California",US Census ACS5 2023
TMKO,Veranda LUXE Cinema & IMAX,"Concord, CA",Concord,CA,matched,124260,109195,38.6,48.11,3.85,13.45,32.29,26.1,8.88,"Concord city, California",US Census ACS5 2023
GALX,Galaxy Legends,"Sparks, NV",Sparks,NV,matched,109106,86979,36.9,62.01,2.23,5.32,32.64,16.86,9.02,"Sparks city, Nevada",US Census ACS5 2023
